Index;Region, development group, country or area of destination;Coverage;Data type;Location code of destination;Region, development group, country or area of origin;Location code of origin;1990;1995;2000;2005;2010;2015;2020;2024
12666;Western Asia;;;922;Albania;8;  28;  41;  61;  89;  131;  119;  120;  127
12667;Western Asia;;;922;Bosnia and Herzegovina;70;  9;  13;  17;  25;  39;  34;  35;  37
12668;Western Asia;;;922;Croatia;191;  12;  18;  23;  35;  53;  46;  47;  50
12669;Western Asia;;;922;Gibraltar*;292;..;..;..;..;..;..;..;..
12670;Western Asia;;;922;Greece;300; 67884; 55281; 43158; 37261; 32831; 25750; 27434; 28999
12671;Western Asia;;;922;Italy;380; 2246; 2800; 2916; 2979; 3081; 3304; 3591; 3845
12672;Western Asia;;;922;Malta;470;  3;  5;  6;  9;  13;  11;  11;  12
12673;Western Asia;;;922;North Macedonia;807; 74927; 74929; 74930; 57989; 39945; 23487; 21217; 19948
12674;Western Asia;;;922;Portugal;620;  11;  16;  21;  32;  49;  43;  44;  47
12675;Western Asia;;;922;Serbia*;688;  327;  481;  635;  969; 1463; 1328; 1362; 1446
12676;Western Asia;;;922;Slovenia;705;  2;  3;  4;  6;  8;  7;  6;  6
12677;Western Asia;;;922;Spain*;724; 1687; 2007; 1641; 1300; 1040; 1073; 1136; 1187
12678;Western Asia;;;922;Western Europe;926; 159167; 190680; 225467; 235970; 247530; 260547; 301730; 355524
12679;Western Asia;;;922;Austria;40; 10694; 9349; 10584; 10845; 11101; 12148; 16182; 19357
12680;Western Asia;;;922;Belgium;56; 4194; 5726; 7206; 11031; 15047; 18217; 20500; 25506
12681;Western Asia;;;922;France*;250; 20447; 25322; 29021; 33608; 39805; 44753; 51024; 59948
12682;Western Asia;;;922;Germany;276; 109140; 131528; 156133; 155013; 152589; 153186; 177358; 207944
12683;Western Asia;;;922;Luxembourg;442;  2;  3;  4;  6;  8;  7;  6;  6
12684;Western Asia;;;922;Netherlands*;528; 9210; 12253; 15124; 17242; 19890; 22462; 25786; 30654
12685;Western Asia;;;922;Switzerland;756; 5480; 6499; 7395; 8225; 9090; 9774; 10874; 12109
12686;Western Asia;;;922;LATIN AMERICA AND THE CARIBBEAN;904; 20096; 24846; 28572; 32154; 36089; 38695; 41607; 44067
12687;Western Asia;;;922;Caribbean;915;  12;  19;  30;  41;  55;  48;  44;  46
12688;Western Asia;;;922;Cuba;192;  4;  6;  14;  17;  23;  21;  20;  21
12689;Western Asia;;;922;Dominican Republic;214;  2;  3;  4;  6;  8;  7;  6;  6
12690;Western Asia;;;922;Haiti;332;  1;  2;  2;  3;  3;  2;  1;  1
12691;Western Asia;;;922;Jamaica;388;  2;  3;  4;  6;  8;  7;  6;  6
12692;Western Asia;;;922;Puerto Rico*;630;..;..;..;..;..;..;..;..
12693;Western Asia;;;922;Trinidad and Tobago;780;  3;  5;  6;  9;  13;  11;  11;  12
12694;Western Asia;;;922;Central America;916;  703;  864; 1032; 1210; 1398; 1470; 1550; 1622
12695;Western Asia;;;922;Costa Rica;188;  1;  2;  2;  3;  3;  2;  1;  1
12696;Western Asia;;;922;El Salvador;222;  1;  2;  2;  3;  3;  2;  1;  1
12697;Western Asia;;;922;Honduras;340;..;..;..;..;..;..;..;..
12698;Western Asia;;;922;Mexico;484;  699;  856; 1024; 1198; 1386; 1462; 1546; 1618
12699;Western Asia;;;922;Nicaragua;558;  1;  2;  2;  3;  3;  2;  1;  1
12700;Western Asia;;;922;Panama;591;  1;  2;  2;  3;  3;  2;  1;  1
12701;Western Asia;;;922;South America;931; 19381; 23963; 27510; 30903; 34636; 37177; 40013; 42399
12702;Western Asia;;;922;Argentina;32; 11856; 14662; 16701; 18552; 20510; 22116; 23832; 25316
12703;Western Asia;;;922;Bolivia (Plurinational State of);68;  1;  2;  2;  3;  3;  2;  1;  1
12704;Western Asia;;;922;Brazil;76; 2985; 3674; 4144; 4563; 5007; 5367; 5756; 6090
12705;Western Asia;;;922;Chile;152; 1259; 1551; 1659; 1732; 1814; 1947; 2099; 2229
12706;Western Asia;;;922;Colombia;170;  608;  766; 1030; 1365; 1790; 1868; 2067; 2169
12707;Western Asia;;;922;Ecuador;218;  1;  2;  2;  3;  3;  2;  1;  1
12708;Western Asia;;;922;Paraguay;600;  2;  3;  4;  6;  8;  7;  6;  6
12709;Western Asia;;;922;Peru;604;  343;  423;  678; 1000; 1390; 1445; 1490; 1530
12710;Western Asia;;;922;Suriname;740;  1;  2;  2;  3;  3;  2;  1;  1
12711;Western Asia;;;922;Uruguay;858; 2040; 2519; 2823; 3085; 3360; 3619; 3896; 4136
12712;Western Asia;;;922;Venezuela (Bolivarian Republic of);862;  285;  359;  465;  591;  748;  802;  864;  920
12713;Western Asia;;;922;NORTHERN AMERICA;905; 36362; 42799; 49045; 57028; 67629; 74409; 80628; 88303
12714;Western Asia;;;922;Canada;124; 2512; 3124; 3688; 4341; 5109; 5313; 5620; 5919
12715;Western Asia;;;922;United States of America*;840; 33850; 39675; 45357; 52687; 62520; 69096; 75008; 82384
12716;Western Asia;;;922;OCEANIA;909; 1528; 1912; 2224; 2724; 3412; 3335; 3456; 3623
12717;Western Asia;;;922;Australia/New Zealand;927; 1527; 1910; 2222; 2721; 3409; 3333; 3455; 3622
12718;Western Asia;;;922;Australia*;36; 1513; 1889; 2195; 2681; 3348; 3278; 3399; 3562
12719;Western Asia;;;922;New Zealand*;554;  14;  21;  27;  40;  61;  55;  56;  60
12720;Western Asia;;;922;Melanesia;928;  1;  2;  2;  3;  3;  2;  1;  1
12721;Western Asia;;;922;Fiji;242;  1;  2;  2;  3;  3;  2;  1;  1
12722;Western Asia;;;922;Others;2003; 913427; 789256; 947961; 939021;1415919;1238893;1219243;1025012
12723;Armenia;;B R;51;World;900; 255534; 356386; 335408; 272364; 124660; 112443; 120323; 156671
12724;Armenia;;B R;51;Northern Africa and Western Asia;1833; 153906; 273888; 275668; 221975; 81092; 71515; 78761; 129223
12725;Armenia;;B R;51;Central and Southern Asia;1831; 15111; 13280; 11495; 9575; 7878; 6168; 4538; 4843
12726;Armenia;;B R;51;Europe and Northern America;1829; 31982; 28686; 25506; 22311; 19440; 16675; 14076; 12767
12727;Armenia;;B R;51;More developed regions;901; 31982; 28686; 25506; 22311; 19440; 16675; 14076; 12767
12728;Armenia;;B R;51;Less developed regions;902; 169017; 287168; 287163; 231550; 88970; 77683; 83299; 134066
12729;Armenia;;B R;51;Less developed regions, excluding least developed countries;934; 169017; 287168; 287163; 231550; 88970; 77683; 83299; 134066
12730;Armenia;;B R;51;Less developed regions, excluding China;948; 169017; 287168; 287163; 231550; 88970; 77683; 83299; 134066
12731;Armenia;;B R;51;Land-locked Developing Countries (LLDC);1636; 95710; 221077; 230725; 183926; 48694; 36189; 49379; 106738
12732;Armenia;;B R;51;High-and-upper-middle-income countries;5503; 178472; 296175; 295752; 239909; 97056; 76873; 82957; 137034
12733;Armenia;;B R;51;Low-and-Lower-middle-income countries;5504; 22527; 19679; 16917; 13952; 11354; 17485; 14418; 9799
12734;Armenia;;B R;51;High-income countries;1503; 3149; 2712; 2272; 1733; 1288;  777;  360;  338
12735;Armenia;;B R;51;Low-and-middle-income countries;1859; 197850; 313142; 310397; 252128; 107122; 93581; 97015; 146495
12736;Armenia;;B R;51;Middle-income countries;1517; 193940; 309753; 307511; 249788; 105259; 83499; 87982; 142719
12737;Armenia;;B R;51;Upper-middle-income countries;1502; 175323; 293463; 293480; 238176; 95768; 76096; 82597; 136696
12738;Armenia;;B R;51;Lower-middle-income countries;1501; 18617; 16290; 14031; 11612; 9491; 7403; 5385; 6023
12739;Armenia;;B R;51;Low-income countries;1500; 3910; 3389; 2886; 2340; 1863; 10082; 9033; 3776
12740;Armenia;;B R;51;ASIA;935; 169017; 287168; 287163; 231550; 88970; 77683; 83299; 134066
12741;Armenia;;B R;51;Central Asia;5500; 3956; 3495; 3056; 2600; 2193; 1796; 1411; 1335
12742;Armenia;;B R;51;Kazakhstan;398; 1120; 1007;  899;  789;  688;  590;  494;  444
12743;Armenia;;B R;51;Turkmenistan;795; 1112;  986;  867;  748;  641;  539;  441;  393
12744;Armenia;;B R;51;Uzbekistan;860; 1724; 1502; 1290; 1063;  864;  667;  476;  498
12745;Armenia;;B R;51;Southern Asia;5501; 11155; 9785; 8439; 6975; 5685; 4372; 3127; 3508
12746;Armenia;;B R;51;Iran (Islamic Republic of);364; 11155; 9785; 8439; 6975; 5685; 4372; 3127; 3508
12747;Armenia;;B R;51;Western Asia;922; 153906; 273888; 275668; 221975; 81092; 71515; 78761; 129223
12748;Armenia;;B R;51;Azerbaijan;31; 91754; 217582; 227669; 181326; 46501; 34393; 47968; 105403
12749;Armenia;;B R;51;Georgia;268; 52400; 48415; 41791; 36220; 31139; 26016; 20866; 18898
12750;Armenia;;B R;51;Iraq;368;..;..;..;  122;  488;  552;  598;  717
12751;Armenia;;B R;51;Lebanon;422; 1379; 1207; 1032;  827;  655;  465;  279;  403
12752;Armenia;;B R;51;Syrian Arab Republic;760; 3910; 3389; 2886; 2340; 1863; 10082; 9033; 3776
12753;Armenia;;B R;51;Türkiye;792; 4463; 3295; 2290; 1140;  446;  7;  17;  26
12754;Armenia;;B R;51;EUROPE;908; 31982; 28686; 25506; 22311; 19440; 16675; 14076; 12767
12755;Armenia;;B R;51;Eastern Europe;923; 28833; 25974; 23234; 20578; 18152; 15898; 13716; 12429
12756;Armenia;;B R;51;Russian Federation;643; 24474; 22178; 19964; 17831; 15865; 13999; 12213; 10815
12757;Armenia;;B R;51;Ukraine*;804; 4359; 3796; 3270; 2747; 2287; 1899; 1503; 1614
12758;Armenia;;B R;51;Southern Europe;925; 2540; 2128; 1719; 1223;  823;  364;  7;  6
12759;Armenia;;B R;51;Greece;300; 2540; 2128; 1719; 1223;  823;  364;  7;  6
12760;Armenia;;B R;51;Western Europe;926;  609;  584;  553;  510;  465;  413;  353;  332
12761;Armenia;;B R;51;Germany;276;  609;  584;  553;  510;  465;  413;  353;  332
12762;Armenia;;B R;51;Others;2003; 54535; 40532; 22739; 18503; 16250; 18085; 22948; 9838
12763;Azerbaijan;;B R;31;World;900; 214081; 301747; 268169; 159566; 133601; 119021; 105416; 113896
12764;Azerbaijan;;B R;31;Northern Africa and Western Asia;1833; 131798; 219860; 205303; 105634; 96008; 86183; 78218; 70441
12765;Azerbaijan;;B R;31;Central and Southern Asia;1831; 23366; 34740; 26483; 16057; 13292; 10760; 8684; 7681
12766;Azerbaijan;;B R;31;Australia/New Zealand;1836;  112;  99;  87;  78;  69;  61;  54;  48
12767;Azerbaijan;;B R;31;Europe and Northern America;1829; 35094; 31584; 29264; 27457; 22018; 18565; 15804; 16971
12768;Azerbaijan;;B R;31;More developed regions;901; 35206; 31683; 29351; 27535; 22087; 18626; 15858; 17019
12769;Azerbaijan;;B R;31;Less developed regions;902; 155164; 254600; 231786; 121691; 109300; 96943; 86902; 78122
12770;Azerbaijan;;B R;31;Least developed countries;941;  1;..;  248;  305;  273;  465;  601;  711
12771;Azerbaijan;;B R;31;Less developed regions, excluding least developed countries;934; 155163; 254600; 231538; 121386; 109027; 96478; 86301; 77411
12772;Azerbaijan;;B R;31;Less developed regions, excluding China;948; 155164; 254600; 231786; 121691; 109300; 96943; 86902; 78122
12773;Azerbaijan;;B R;31;Land-locked Developing Countries (LLDC);1636; 104812; 210474; 193756; 89880; 84526; 79320; 74566; 67476
12774;Azerbaijan;;B R;31;High-and-upper-middle-income countries;5503; 168305; 252786; 235827; 134255; 119064; 105638; 94789; 84861
12775;Azerbaijan;;B R;31;Low-and-Lower-middle-income countries;5504; 22065; 33497; 25310; 14971; 12323; 9931; 7971; 10280
12776;Azerbaijan;;B R;31;High-income countries;1503; 1163; 1039;  914;  775;  581;  403;  321;  288
12777;Azerbaijan;;B R;31;Low-and-middle-income countries;1859; 189207; 285244; 260223; 148451; 130806; 115166; 102439; 94853
12778;Azerbaijan;;B R;31;Middle-income countries;1517; 189206; 285244; 259975; 148146; 130533; 114701; 101838; 94142
12779;Azerbaijan;;B R;31;Upper-middle-income countries;1502; 167142; 251747; 234913; 133480; 118483; 105235; 94468; 84573
12780;Azerbaijan;;B R;31;Lower-middle-income countries;1501; 22064; 33497; 25062; 14666; 12050; 9466; 7370; 9569
12781;Azerbaijan;;B R;31;Low-income countries;1500;  1;..;  248;  305;  273;  465;  601;  711
12782;Azerbaijan;;B R;31;ASIA;935; 155164; 254600; 231786; 121691; 109300; 96943; 86902; 78122
12783;Azerbaijan;;B R;31;Central Asia;5500; 22338; 33843; 25445; 15016; 12452; 9873; 7783; 6697
12784;Azerbaijan;;B R;31;Kazakhstan;398; 3330; 2989; 2658; 2329; 1988; 1650; 1363; 1173
12785;Azerbaijan;;B R;31;Kyrgyzstan;417; 2133; 1908; 1689; 1468; 1236; 1003;  810;  698
12786;Azerbaijan;;B R;31;Tajikistan;762;  215;  198;  180;  163;  140;  117;  98;  88
12787;Azerbaijan;;B R;31;Turkmenistan;795; 1658; 1470; 1286; 1099;  890;  675;  507;  439
12788;Azerbaijan;;B R;31;Uzbekistan;860; 15002; 27278; 19632; 9957; 8198; 6428; 5005; 4299
12789;Azerbaijan;;B R;31;Southern Asia;5501; 1028;  897; 1038; 1041;  840;  887;  901;  984
12790;Azerbaijan;;B R;31;Afghanistan;4;  1;..;  248;  305;  273;  465;  601;  711
12791;Azerbaijan;;B R;31;Iran (Islamic Republic of);364; 1027;  897;  790;  736;  567;  422;  300;  273
12792;Azerbaijan;;B R;31;Western Asia;922; 131798; 219860; 205303; 105634; 96008; 86183; 78218; 70441
12793;Azerbaijan;;B R;31;Armenia;51; 82046; 176257; 167741; 74291; 71590; 68828; 66073; 59974
12794;Azerbaijan;;B R;31;Georgia;268; 49344; 43152; 37072; 30825; 23876; 16797; 11576; 9916
12795;Azerbaijan;;B R;31;Türkiye;792;  408;  451;  490;  518;  542;  558;  569;  551
12796;Azerbaijan;;B R;31;EUROPE;908; 35094; 31584; 29264; 27457; 22018; 18565; 15804; 16971
12797;Azerbaijan;;B R;31;Eastern Europe;923; 34181; 30767; 28546; 26856; 21591; 18299; 15604; 16792
12798;Azerbaijan;;B R;31;Belarus;112;  676;  601;  515;  413;  319;  234;  170;  136
12799;Azerbaijan;;B R;31;Republic of Moldova*;498;  427;  374;  322;  268;  211;  154;  109;  94
12800;Azerbaijan;;B R;31;Romania;642;  138;  123;  109;  96;  85;  76;  67;  61
12801;Azerbaijan;;B R;31;Russian Federation;643; 29253; 26453; 24829; 23737; 19067; 16339; 14101; 12290
12802;Azerbaijan;;B R;31;Ukraine*;804; 3687; 3216; 2771; 2342; 1909; 1496; 1157; 4211
12803;Azerbaijan;;B R;31;Northern Europe;924;  523;  465;  401;  318;  175;  45;  7;  6
12804;Azerbaijan;;B R;31;Estonia;233;  523;  465;  401;  318;  175;  45;  7;  6
12805;Azerbaijan;;B R;31;Western Europe;926;  390;  352;  317;  283;  252;  221;  193;  173
12806;Azerbaijan;;B R;31;Germany;276;  229;  209;  190;  171;  152;  133;  115;  103
12807;Azerbaijan;;B R;31;Netherlands*;528;  161;  143;  127;  112;  100;  88;  78;  70
12808;Azerbaijan;;B R;31;OCEANIA;909;  112;  99;  87;  78;  69;  61;  54;  48
12809;Azerbaijan;;B R;31;Australia/New Zealand;927;  112;  99;  87;  78;  69;  61;  54;  48
12810;Azerbaijan;;B R;31;Australia*;36;  112;  99;  87;  78;  69;  61;  54;  48
12811;Azerbaijan;;B R;31;Others;2003; 23711; 15464; 7032; 10340; 2214; 3452; 2656; 18755
12812;Bahrain;;C;48;World;900; 53131; 62771; 73902; 110712; 177165; 205340; 211400; 223881
12813;Bahrain;;C;48;Sub-Saharan Africa;1834;  665;  727;  813; 1180; 1844; 2101; 2172; 2304
12814;Bahrain;;C;48;Northern Africa and Western Asia;1833; 16311; 17430; 18776; 28116; 44334; 50376; 52191; 55412
12815;Bahrain;;C;48;Central and Southern Asia;1831; 27262; 32903; 39921; 59017; 92101; 109111; 111534; 117790
12816;Bahrain;;C;48;Eastern and South-Eastern Asia;1832; 6846; 8698; 10444; 16328; 26212; 29468; 30642; 32578
12817;Bahrain;;C;48;Europe and Northern America;1829;  976;  911;  858; 1137; 1702; 1929; 2000; 2122
12818;Bahrain;;C;48;More developed regions;901;  976;  911;  858; 1137; 1702; 1929; 2000; 2122
12819;Bahrain;;C;48;Less developed regions;902; 51084; 59758; 69954; 104641; 164491; 191056; 196539; 208084
12820;Bahrain;;C;48;Least developed countries;941; 6491; 8149; 10341; 14086; 21169; 25546; 25954; 27347
12821;Bahrain;;C;48;Less developed regions, excluding least developed countries;934; 44593; 51609; 59613; 90555; 143322; 165510; 170585; 180737
12822;Bahrain;;C;48;Less developed regions, excluding China;948; 51084; 59758; 69954; 104641; 164491; 191056; 196539; 208084
12823;Bahrain;;C;48;Land-locked Developing Countries (LLDC);1636;  488;  533;  593;  994; 1639; 1867; 1930; 2048
12824;Bahrain;;C;48;High-and-upper-middle-income countries;5503; 6131; 7954; 9700; 15068; 24181; 26790; 27988; 29811
12825;Bahrain;;C;48;Low-and-Lower-middle-income countries;5504; 45929; 52715; 61112; 90710; 142012; 166195; 170551; 180395
12826;Bahrain;;C;48;High-income countries;1503; 2004; 2338; 2678; 3937; 6172; 6952; 7221; 7673
12827;Bahrain;;C;48;Low-and-middle-income countries;1859; 50056; 58331; 68134; 101841; 160021; 186033; 191318; 202533
12828;Bahrain;;C;48;Middle-income countries;1517; 45427; 53244; 62478; 94355; 148846; 173300; 178140; 188547
12829;Bahrain;;C;48;Upper-middle-income countries;1502; 4127; 5616; 7022; 11131; 18009; 19838; 20767; 22138
12830;Bahrain;;C;48;Lower-middle-income countries;1501; 41300; 47628; 55456; 83224; 130837; 153462; 157373; 166409
12831;Bahrain;;C;48;Low-income countries;1500; 4629; 5087; 5656; 7486; 11175; 12733; 13178; 13986
12832;Bahrain;;C;48;AFRICA;903; 11157; 11435; 11853; 17772; 28038; 31876; 33018; 35053
12833;Bahrain;;C;48;Eastern Africa;910;  567;  620;  693;  907; 1350; 1539; 1591; 1690
12834;Bahrain;;C;48;Eritrea;232;  153;  167;  189;  285;  450;  515;  532;  565
12835;Bahrain;;C;48;Ethiopia;231;  108;  118;  133;  174;  258;  294;  303;  322
12836;Bahrain;;C;48;Somalia;706;  102;  112;  126;  156;  227;  260;  268;  285
12837;Bahrain;;C;48;South Sudan;728;  204;  223;  245;  292;  415;  470;  488;  518
12838;Bahrain;;C;48;Middle Africa;911;  42;  46;  51;  78;  124;  141;  145;  153
12839;Bahrain;;C;48;Chad;148;  42;  46;  51;  78;  124;  141;  145;  153
12840;Bahrain;;C;48;Northern Africa;912; 10492; 10708; 11040; 16592; 26194; 29775; 30846; 32749
12841;Bahrain;;C;48;Egypt;818; 8712; 8757; 8902; 13941; 22366; 25437; 26350; 27973
12842;Bahrain;;C;48;Morocco;504;  77;  85;  94;  135;  210;  239;  246;  262
12843;Bahrain;;C;48;Sudan;729; 1657; 1816; 1987; 2429; 3480; 3943; 4089; 4343
12844;Bahrain;;C;48;Tunisia;788;  46;  50;  57;  87;  138;  156;  161;  171
12845;Bahrain;;C;48;Western Africa;914;  56;  61;  69;  195;  370;  421;  436;  461
12846;Bahrain;;C;48;Nigeria;566;  56;  61;  69;  195;  370;  421;  436;  461
12847;Bahrain;;C;48;ASIA;935; 39927; 48323; 58101; 86869; 136453; 159180; 163521; 173031
12848;Bahrain;;C;48;Southern Asia;5501; 27262; 32903; 39921; 59017; 92101; 109111; 111534; 117790
12849;Bahrain;;C;48;Afghanistan;4;  65;  70;  80;  120;  190;  218;  225;  238
12850;Bahrain;;C;48;Bangladesh;50; 2326; 3574; 5261; 7112; 10576; 13478; 13465; 14090
12851;Bahrain;;C;48;India;356; 15059; 19324; 24315; 37751; 60135; 70675; 72432; 76572
12852;Bahrain;;C;48;Nepal;524;  69;  76;  84;  330;  652;  744;  769;  817
12853;Bahrain;;C;48;Pakistan;586; 5311; 6421; 7796; 10859; 16522; 19508; 19963; 21092
12854;Bahrain;;C;48;Sri Lanka;144; 4432; 3438; 2385; 2845; 4026; 4488; 4680; 4981
12855;Bahrain;;C;48;South-Eastern Asia;920; 6846; 8698; 10444; 16328; 26212; 29468; 30642; 32578
12856;Bahrain;;C;48;Indonesia;360; 3192; 4586; 5866; 9482; 15458; 16923; 17755; 18942
12857;Bahrain;;C;48;Philippines;608; 3566; 4016; 4470; 6665; 10455; 12203; 12534; 13262
12858;Bahrain;;C;48;Thailand;764;  88;  96;  108;  181;  299;  342;  353;  374
12859;Bahrain;;C;48;Western Asia;922; 5819; 6722; 7736; 11524; 18140; 20601; 21345; 22663
12860;Bahrain;;C;48;Jordan;400; 1428; 1587; 1754; 2746; 4407; 4993; 5179; 5500
12861;Bahrain;;C;48;Kuwait;414;  524;  583;  657; 1001; 1589; 1815; 1876; 1991
12862;Bahrain;;C;48;Lebanon;422;  218;  239;  269;  558;  980; 1120; 1158; 1228
12863;Bahrain;;C;48;Qatar;634;  7;  10;  15;  63;  127;  139;  145;  154
12864;Bahrain;;C;48;Saudi Arabia;682;  25;  41;  57;  92;  150;  170;  176;  187
12865;Bahrain;;C;48;State of Palestine;275;  459;  507;  569;  859; 1361; 1555; 1607; 1705
12866;Bahrain;;C;48;Syrian Arab Republic;760;  533;  588;  660;  842; 1234; 1409; 1458; 1546
12867;Bahrain;;C;48;Türkiye;792;  388;  427;  479;  609;  891; 1018; 1052; 1117
12868;Bahrain;;C;48;United Arab Emirates;784;  472;  793; 1091; 1644; 2604; 2899; 3024; 3219
12869;Bahrain;;C;48;Yemen;887; 1765; 1947; 2185; 3110; 4797; 5483; 5670; 6016
12870;Bahrain;;C;48;EUROPE;908;  840;  762;  690;  900; 1337; 1512; 1569; 1665
12871;Bahrain;;C;48;Northern Europe;924;  700;  618;  542;  569;  741;  841;  872;  925
12872;Bahrain;;C;48;United Kingdom*;826;  700;  618;  542;  569;  741;  841;  872;  925
12873;Bahrain;;C;48;Western Europe;926;  140;  144;  148;  331;  596;  671;  697;  740
12874;Bahrain;;C;48;France*;250;  29;  55;  82;  262;  504;  568;  590;  627
12875;Bahrain;;C;48;Netherlands*;528;  111;  89;  66;  69;  92;  103;  107;  113
12876;Bahrain;;C;48;NORTHERN AMERICA;905;  136;  149;  168;  237;  365;  417;  431;  457
