ISO3;Country_ID;Country;Conflict_ID;Conflict;Conflict_Type;Start;End;PointInTime;Start_Year;End_Year;Point_Year;Winner_ID;Winner;PartOf_ID;PartOf;Context_ID;Context;Place_ID;Place;Coordinates;Deaths;Source;Deaths_Num;Country_en;Conflict_en;Winner_en;PartOf_en;Context_en;Place_en
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q18920234;Battle of Labuan;batalha;1945-06-10T00:00:00Z;1945-06-21T00:00:00Z;;1945;1945;;;;http://www.wikidata.org/entity/Q1934591;Battle of North Borneo;;;http://www.wikidata.org/entity/Q214504;Labuan;Point(115.211 5.32028);423;participant;423.0;Australia;Battle of Labuan;;Battle of North Borneo;;Labuan
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q1934591;Battle of North Borneo;batalha;1945-06-10T00:00:00Z;1945-08-15T00:00:00Z;;1945;1945;;;;http://www.wikidata.org/entity/Q184425;Guerra do Pacífico;;;http://www.wikidata.org/entity/Q1147441;Bornéu do Norte britânico;;;participant;;Australia;Battle of North Borneo;;Pacific War;;British North Borneo
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q2342102;Guerras na Indochina;guerra;1946-01-01T00:00:00Z;1989-01-01T00:00:00Z;;1946;1989;;;;;;;;http://www.wikidata.org/entity/Q11708;Sudeste Asiático;;;participant;;Australia;Indochina Wars;;;;Southeast Asia
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q2354629;Emergência Malaia;guerra;1948-06-16T00:00:00Z;1960-07-12T00:00:00Z;;1948;1960;;;;http://www.wikidata.org/entity/Q8683;Guerra Fria;;;http://www.wikidata.org/entity/Q18758;Península da Malásia;;;participant;;Australia;Malayan Emergency;;Cold War;;Malay Peninsula
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q8663;Guerra da Coreia;guerra;1950-06-25T00:00:00Z;1953-07-27T00:00:00Z;;1950;1953;;;;http://www.wikidata.org/entity/Q8683;Guerra Fria;;;http://www.wikidata.org/entity/Q27092;Mar do Japão;;;participant;;Australia;Korean War;;Cold War;;Sea of Japan
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q8740;Guerra do Vietnã;guerra por procuração;1955-11-01T00:00:00Z;1975-04-30T00:00:00Z;;1955;1975;;;;http://www.wikidata.org/entity/Q8683;Guerra Fria;;;http://www.wikidata.org/entity/Q424;Camboja;;1291426;participant;1291426.0;Australia;Vietnam War;;Cold War;;Cambodia
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q4870789;Battle of Coral–Balmoral;batalha;1968-05-12T00:00:00Z;1968-06-06T00:00:00Z;;1968;1968;;;;http://www.wikidata.org/entity/Q8740;Guerra do Vietnã;;;;;Point(106.79 11.08);;participant;;Australia;Battle of Coral–Balmoral;;Vietnam War;;
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q37643;Guerra do Golfo;guerra;1990-08-02T00:00:00Z;1991-02-28T00:00:00Z;;1990;1991;;;;;;;;http://www.wikidata.org/entity/Q796;Iraque;;;participant;;Australia;Gulf War;;;;Iraq
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q182865;Guerra do Afeganistão;guerra;2001-10-07T00:00:00Z;2021-08-30T00:00:00Z;;2001;2021;;;;http://www.wikidata.org/entity/Q185729;Guerra ao Terror;;;http://www.wikidata.org/entity/Q889;Afeganistão;;;participant;;Australia;War in Afghanistan (2001–2021);;War on Terror;;Afghanistan
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q1476042;Operação Anaconda;batalha;2002-03-01T00:00:00Z;2002-03-18T00:00:00Z;2002-01-01T00:00:00Z;2002;2002;2002;;;http://www.wikidata.org/entity/Q182865;Guerra do Afeganistão;;;http://www.wikidata.org/entity/Q16205112;Shah-i-Kot Valley;Point(69.183333333 33.366666666);;participant;;Australia;Operation Anaconda;;War in Afghanistan (2001–2021);;Shah-i-Kot Valley
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q18920712;guerra do Afeganistão (2015–2021);guerra;2015-01-01T00:00:00Z;2021-08-30T00:00:00Z;;2015;2021;;;;http://www.wikidata.org/entity/Q182865;Guerra do Afeganistão;;;http://www.wikidata.org/entity/Q889;Afeganistão;;;participant;;Australia;War in Afghanistan (2015–2021);;War in Afghanistan (2001–2021);;Afghanistan
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q4677371;Action of 4 May 1917;batalha naval;;;1917-05-04T00:00:00Z;;;1917;;;http://www.wikidata.org/entity/Q361;Primeira Guerra Mundial;;;http://www.wikidata.org/entity/Q1693;Mar do Norte;Point(3.0 56.0);;participant;;Australia;Action of 4 May 1917;;World War I;;North Sea
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q3636355;Batalha de Broodseinde;batalha;;;1917-10-04T00:00:00Z;;;1917;;;http://www.wikidata.org/entity/Q426227;Terceira Batalha de Ypres;;;http://www.wikidata.org/entity/Q214154;Zonnebeke;Point(2.89069167 50.85201667);;participant;;Australia;Battle of Broodseinde;;Third Battle of Ypres;;Zonnebeke
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q3636419;Battle of Durazzo;batalha;;;1918-10-02T00:00:00Z;;;1918;;;http://www.wikidata.org/entity/Q3884054;Campanha do Adriático;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(19.333333333 41.25);;participant;;Australia;Battle of Durazzo;;Adriatic Campaign of World War I;;Adriatic Sea
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q20996801;First Battle of Dernancourt;batalha;;;1918-03-28T00:00:00Z;;;1918;;;;;;;http://www.wikidata.org/entity/Q69021;Dernancourt;Point(2.631667 49.974722);;participant;;Australia;First Battle of Dernancourt;;;;Dernancourt
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q1636800;Battle of Cape Spada;batalha naval;;;1940-07-19T00:00:00Z;;;1940;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(23.720555555 35.692777777);;participant;;Australia;Battle of Cape Spada;;Battle of the Mediterranean;;Mediterranean Sea
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q2200263;Battle of the Strait of Otranto;batalha naval;;;1940-11-12T00:00:00Z;;;1940;;;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;;;http://www.wikidata.org/entity/Q164070;Estreito de Otranto;Point(18.690277777 40.805277777);;participant;;Australia;Battle of the Strait of Otranto;;World War II;;Strait of Otranto
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q58459;Battle between HMAS Sydney and German auxiliary cruiser Kormoran;batalha naval;;;1941-11-19T00:00:00Z;;;1941;;;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;;;http://www.wikidata.org/entity/Q1239;Oceano Índico;Point(111.073611 -26.163889);;participant;;Australia;Battle between HMAS Sydney and German auxiliary cruiser Kormoran;;World War II;;Indian Ocean
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q263142;Batalha do Mar de Java;batalha naval;;;1942-02-27T00:00:00Z;;;1942;;;http://www.wikidata.org/entity/Q698226;Dutch East Indies campaign;;;http://www.wikidata.org/entity/Q49364;Mar de Java;Point(111.0 -5.0);;participant;;Australia;Battle of the Java Sea;;Dutch East Indies campaign;;Java Sea
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q4871074;Battle of Gang Toi;batalha;;;1965-11-08T00:00:00Z;;;1965;;;http://www.wikidata.org/entity/Q8740;Guerra do Vietnã;;;http://www.wikidata.org/entity/Q33271;Dong Nai;Point(106.97 11.06);;participant;;Australia;Battle of Gang Toi;;Vietnam War;;Đồng Nai
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q259526;Batalha de Long Tan;batalha;;;1966-08-18T00:00:00Z;;;1966;;;http://www.wikidata.org/entity/Q8740;Guerra do Vietnã;;;http://www.wikidata.org/entity/Q3138964;Long Tân;Point(107.258888888 10.553888888);;participant;;Australia;Battle of Long Tan;;Vietnam War;;Long Tân
AUS;http://www.wikidata.org/entity/Q408;Austrália;http://www.wikidata.org/entity/Q4871421;Battle of Khaz Oruzgan;batalha;;;2008-09-02T00:00:00Z;;;2008;;;http://www.wikidata.org/entity/Q182865;Guerra do Afeganistão;;;http://www.wikidata.org/entity/Q2215441;Khas Uruzgan;;;participant;;Australia;Battle of Khaz Oruzgan;;War in Afghanistan (2001–2021);;Khas Uruzgan District
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125030839;Alho Skirmish;batalha;1921-08-29T00:00:00Z;1921-08-31T00:00:00Z;;1921;1921;;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q21879777;Markt Allhau;;;participant;;Austria;Alho Skirmish;;Uprising in West-Hungary;;Markt Allhau
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125030977;Battle of Császárkőbanya;batalha;1921-09-23T00:00:00Z;1921-09-27T00:00:00Z;;1921;1921;;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q874833;Kaisersteinbruch;;;participant;;Austria;Battle of Császárkőbanya;;Uprising in West-Hungary;;Kaisersteinbruch
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125116962;Swirling Clash;batalha;1921-09-04T00:00:00Z;1921-09-05T00:00:00Z;;1921;1921;;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q257945;Steinbach im Burgenland;;;participant;;Austria;Swirling Clash;;Uprising in West-Hungary;;Steinbach im Burgenland
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q124981340;Battle of Gyanafalva;batalha;;;1921-09-05T00:00:00Z;;;1921;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q660491;Jennersdorf;;;participant;;Austria;Battle of Gyanafalva;;Uprising in West-Hungary;;Jennersdorf
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125117239;Battle of Kirchschlag;batalha;;;1921-09-05T00:00:00Z;;;1921;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q113727969;Kirchschlag;;;participant;;Austria;Battle of Kirchschlag;;Uprising in West-Hungary;;Kirchschlag
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125122711;Felsőőri Skirmish;batalha;;;1921-08-30T00:00:00Z;;;1921;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q21880439;Oberwart;;;participant;;Austria;Felsőőri Skirmish;;Uprising in West-Hungary;;Oberwart
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125122668;Pinkafői Skirmish;batalha;;;1921-08-31T00:00:00Z;;;1921;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q21880438;Pinkafeld;;;participant;;Austria;Pinkafői Skirmish;;Uprising in West-Hungary;;Pinkafeld
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125122621;first skirmish at Ágfalva;batalha;;;1921-08-28T00:00:00Z;;;1921;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q249575;Ágfalva;;;participant;;Austria;first skirmish at Ágfalva;;Uprising in West-Hungary;;Ágfalva
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125117905;Karácsfa Skirmish;batalha;;;1922-07-19T00:00:00Z;;;1922;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q476319;Hagensdorf;;;participant;;Austria;Karácsfa Skirmish;;Uprising in West-Hungary;;Hagensdorf
AUT;http://www.wikidata.org/entity/Q40;Áustria;http://www.wikidata.org/entity/Q125117625;Mosonbánfalvi Skirmish;batalha;;;;;;;;;http://www.wikidata.org/entity/Q1219590;Uprising in West-Hungary;;;http://www.wikidata.org/entity/Q21880468;Apetlon;;;participant;;Austria;Mosonbánfalvi Skirmish;;Uprising in West-Hungary;;Apetlon
AZE;http://www.wikidata.org/entity/Q227;Azerbaijão;http://www.wikidata.org/entity/Q381375;Primeira Guerra de Nagorno-Karabakh;guerra;1988-02-20T00:00:00Z;1994-05-16T00:00:00Z;;1988;1994;;;;http://www.wikidata.org/entity/Q16954835;Conflito de Nagorno-Karabakh;;;http://www.wikidata.org/entity/Q227;Azerbaijão;;;participant;;Azerbaijan;First Nagorno-Karabakh War;;Nagorno-Karabakh conflict;;Azerbaijan
AZE;http://www.wikidata.org/entity/Q227;Azerbaijão;http://www.wikidata.org/entity/Q116960704;Battles of Sadarak;guerra;1990-01-15T00:00:00Z;1993-01-01T00:00:00Z;1990-01-01T00:00:00Z;1990;1993;1990;;;http://www.wikidata.org/entity/Q16954835;Conflito de Nagorno-Karabakh;;;http://www.wikidata.org/entity/Q131083;República Autônoma do Naquichevão;;;participant;;Azerbaijan;Battles of Sadarak;;Nagorno-Karabakh conflict;;Nakhchivan Autonomous Republic
AZE;http://www.wikidata.org/entity/Q227;Azerbaijão;http://www.wikidata.org/entity/Q111058923;Capture of Lachin;batalha;;;1992-05-01T00:00:00Z;;;1992;;;http://www.wikidata.org/entity/Q381375;Primeira Guerra de Nagorno-Karabakh;;;http://www.wikidata.org/entity/Q301832;Lachin;;;participant;;Azerbaijan;Capture of Lachin;;First Nagorno-Karabakh War;;Lachin District
AZE;http://www.wikidata.org/entity/Q227;Azerbaijão;http://www.wikidata.org/entity/Q101305942;Batalha de Shusha (2020);batalha;;;2020-11-01T00:00:00Z;;;2020;;;http://www.wikidata.org/entity/Q99659280;Guerra de Nagorno-Karabakh de 2020;;;http://www.wikidata.org/entity/Q44302;Alto Carabaque;Point(46.7475 39.76);;participant;;Azerbaijan;Battle of Shusha;;Second Nagorno-Karabakh War;;Nagorno-Karabakh
AZE;http://www.wikidata.org/entity/Q227;Azerbaijão;http://www.wikidata.org/entity/Q101272862;Battle of Jabrayil;batalha;;;2020-09-01T00:00:00Z;;;2020;;;http://www.wikidata.org/entity/Q99659280;Guerra de Nagorno-Karabakh de 2020;;;http://www.wikidata.org/entity/Q457491;Jabrayil;;;participant;;Azerbaijan;Battle of Jabrayil;;Second Nagorno-Karabakh War;;Jabrayil District
BDI;http://www.wikidata.org/entity/Q967;Burundi;http://www.wikidata.org/entity/Q42306428;First Burundi War;guerra civil;1972-01-01T00:00:00Z;1972-01-01T00:00:00Z;;1972;1972;;;;;;;;http://www.wikidata.org/entity/Q967;Burundi;;;participant;;Burundi;First Burundi War;;;;Burundi
BDI;http://www.wikidata.org/entity/Q967;Burundi;http://www.wikidata.org/entity/Q838695;Primeira Guerra do Congo;guerra;1996-10-24T00:00:00Z;1997-05-16T00:00:00Z;;1996;1997;;;;http://www.wikidata.org/entity/Q364610;Guerra Civil no Congo;;;http://www.wikidata.org/entity/Q6500954;Zaire;;;participant;;Burundi;First Congo War;;Congo Civil War;;Zaire
BDI;http://www.wikidata.org/entity/Q967;Burundi;http://www.wikidata.org/entity/Q75756;Segunda Guerra do Congo;guerra;1998-08-02T00:00:00Z;2003-06-30T00:00:00Z;;1998;2003;;;;http://www.wikidata.org/entity/Q364610;Guerra Civil no Congo;;;http://www.wikidata.org/entity/Q974;República Democrática do Congo;;;participant;;Burundi;Second Congo War;;Congo Civil War;;Democratic Republic of the Congo
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q120801227;Belgian–Dutch War;guerra;1830-08-25T00:00:00Z;1833-11-18T00:00:00Z;;1830;1833;;;;;;;;http://www.wikidata.org/entity/Q31;Bélgica;;;participant;;Belgium;Belgian–Dutch War;;;;Belgium
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q853976;Primeira Batalha de Ypres;batalha;1914-10-19T00:00:00Z;1914-11-22T00:00:00Z;;1914;1914;;;;http://www.wikidata.org/entity/Q250747;Corrida para o mar;;;http://www.wikidata.org/entity/Q102728;Ypres;Point(2.891111111 50.851944444);;participant;;Belgium;First Battle of Ypres;;Race to the Sea;;Ypres
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q1088364;Batalha de La Lys;batalha;1918-04-07T00:00:00Z;1918-04-29T00:00:00Z;;1918;1918;;;;http://www.wikidata.org/entity/Q152989;Frente Ocidental;;;http://www.wikidata.org/entity/Q234;Flandres;Point(2.9 50.70555556);;participant;;Belgium;Battle of the Lys;;Western Front;;Flanders
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q151340;Batalha de França;batalha;1940-05-10T00:00:00Z;1940-06-25T00:00:00Z;;1940;1940;;;;http://www.wikidata.org/entity/Q216184;Frente Ocidental;;;http://www.wikidata.org/entity/Q31;Bélgica;;;participant;;Belgium;Battle of France;;Western Front;;Belgium
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q911972;Operação Dínamo;operação militar;1940-05-26T00:00:00Z;1940-06-04T00:00:00Z;;1940;1940;;;;http://www.wikidata.org/entity/Q151340;Batalha de França;;;http://www.wikidata.org/entity/Q34640;Canal da Mancha;Point(2.3575 51.0575);;participant;;Belgium;Dunkirk evacuation;;Battle of France;;English Channel
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q16470;Desembarques da Normandia;batalha;1944-06-06T00:00:00Z;1944-08-29T00:00:00Z;;1944;1944;;;;http://www.wikidata.org/entity/Q16471;Batalha da Normandia;;;http://www.wikidata.org/entity/Q15878;Normandia;Point(-0.6 49.34);;participant;;Belgium;Normandy landings;;Invasion of Normandy;;Normandy
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q8663;Guerra da Coreia;guerra;1950-06-25T00:00:00Z;1953-07-27T00:00:00Z;;1950;1953;;;;http://www.wikidata.org/entity/Q8683;Guerra Fria;;;http://www.wikidata.org/entity/Q27092;Mar do Japão;;;participant;;Belgium;Korean War;;Cold War;;Sea of Japan
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q190029;Guerra do Kosovo;guerra;1998-02-27T00:00:00Z;1999-06-11T00:00:00Z;1998-02-01T00:00:00Z;1998;1999;1998;;;http://www.wikidata.org/entity/Q242352;Guerra Civil Iugoslava;;;http://www.wikidata.org/entity/Q1231;Kosovo;;;participant;;Belgium;Kosovo War;;Yugoslav Wars;;Kosovo
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q2984732;Battle of Ixmiquilpan;batalha;;;1866-09-25T00:00:00Z;;;1866;;;;;;;;;Point(-99.218888888 20.484166666);;participant;;Belgium;Battle of Ixmiquilpan;;;;
BEL;http://www.wikidata.org/entity/Q31;Bélgica;http://www.wikidata.org/entity/Q2745406;Segunda Guerra de Shaba;guerra;;;1978-06-01T00:00:00Z;;;1978;;;http://www.wikidata.org/entity/Q12055176;Guerra Civil Angolana;;;http://www.wikidata.org/entity/Q217242;Catanga;;;participant;;Belgium;Shaba II;;Angolan Civil War;;Katanga Province
BEN;http://www.wikidata.org/entity/Q962;Benim;http://www.wikidata.org/entity/Q96415836;Yoruba Revolutionary Wars;series of wars;1789-01-01T00:00:00Z;1893-01-01T00:00:00Z;;1789;1893;;;;;;;;http://www.wikidata.org/entity/Q3752938;Iorubalândia;;;location;;Benin;Yoruba Revolutionary Wars;;;;Yorùbáland
BEN;http://www.wikidata.org/entity/Q962;Benim;http://www.wikidata.org/entity/Q47608983;Anglo-Opobo War;guerra;1870-01-01T00:00:00Z;1887-01-01T00:00:00Z;;1870;1887;;;;;;;;http://www.wikidata.org/entity/Q29412;Delta do Níger;;;location;;Benin;Anglo-Opobo War;;;;Niger Delta
BEN;http://www.wikidata.org/entity/Q962;Benim;http://www.wikidata.org/entity/Q96386035;Kiriji War;guerra civil;1877-07-30T00:00:00Z;1893-03-14T00:00:00Z;;1877;1893;;;;http://www.wikidata.org/entity/Q96415836;Yoruba Revolutionary Wars;;;http://www.wikidata.org/entity/Q3752938;Iorubalândia;;;location;;Benin;Kiriji War;;Yoruba Revolutionary Wars;;Yorùbáland
BEN;http://www.wikidata.org/entity/Q962;Benim;http://www.wikidata.org/entity/Q2092939;Primeira Guerra Franco-Daomeana;guerra;1890-02-21T00:00:00Z;1890-10-04T00:00:00Z;;1890;1890;;;;http://www.wikidata.org/entity/Q179848;Partilha de África;;;http://www.wikidata.org/entity/Q29169;Oueme;;;location;;Benin;First Franco-Dahomean War;;Scramble for Africa;;Ouémé Department
BEN;http://www.wikidata.org/entity/Q962;Benim;http://www.wikidata.org/entity/Q2090475;Segunda Guerra Franco-Daomeana;guerra;1892-07-04T00:00:00Z;1894-01-15T00:00:00Z;;1892;1894;;;;http://www.wikidata.org/entity/Q179848;Partilha de África;;;http://www.wikidata.org/entity/Q29169;Oueme;;;location;;Benin;Second Franco-Dahomean War;;Scramble for Africa;;Ouémé Department
BEN;http://www.wikidata.org/entity/Q962;Benim;http://www.wikidata.org/entity/Q1202792;Conflito no Delta do Níger;guerra civil;2003-03-12T00:00:00Z;;;2003;;;;;;;;;http://www.wikidata.org/entity/Q29412;Delta do Níger;;;location;;Benin;conflict in the Niger Delta;;;;Niger Delta
